,brand,model_name,bodyType,color,engineDisplacement,enginePower,fuelType,mileage,productionDate,vehicleTransmission,owners,pts,wd,wheel,state,tax,customs,price
792,Nissan,Nissan Qashqai I Рестайлинг,внедорожник 5 дв.,коричневый,2.0,141,Бензин,186994,2010,вариатор,2 владельца,Оригинал,передний,Левый,Не требует ремонта,4935,Растаможен,870000₽
793,Renault,Renault Duster I Рестайлинг,внедорожник 5 дв.,коричневый,2.0,143,Бензин,80000,2018,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,5005,Растаможен,1195000₽
794,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Чёрный,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 771000₽
795,BMW,BMW X3 30d xDrive III (G01),внедорожник 5 дв.,чёрный,3.0,249,Дизель,28400,2019,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,18675,Растаможен,4546000₽
796,Mercedes-Benz,Mercedes-Benz C-Класс 200 IV (W205) Рестайлинг,купе,белый,1.5,184,Бензин,38000,2018,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,9200,Растаможен,3477000₽
797,Kia,Kia Rio III Рестайлинг,седан,серебристый,1.6,123,Бензин,150129,2016,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,3075,Растаможен,873000₽
798,Dodge,Dodge Caravan IV,минивэн,серый,2.4,152,Бензин,191042,2006,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,6840,Растаможен,535000₽
799,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Коричневый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1348039₽
800,Skoda,Skoda Octavia II (A5) Рестайлинг,лифтбек,белый,1.8,152,Бензин,164000,2010,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,6840,Растаможен,609000₽
801,Land,Land Rover Range Rover IV,внедорожник 5 дв.,белый,4.4,339,Дизель,99934,2017,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,50850,Растаможен,5916000₽
802,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Коричневый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1348039₽
803,Opel,Opel Corsa D,хэтчбек 5 дв.,голубой,1.2,80,Бензин,310000,2008,роботизированная,3 или более,Оригинал,передний,Левый,Не требует ремонта,960₽,Растаможен,270000₽
804,Ford,Ford Explorer V,внедорожник 5 дв.,чёрный,3.5,294,Бензин,198000,2014,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,44100,Растаможен,1590000₽
805,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 832150₽
806,Renault,Renault Duster I Рестайлинг,внедорожник 5 дв.,коричневый,2.0,143,Бензин,80000,2018,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,5005,Растаможен,1195000₽
807,BMW,BMW X3 30d xDrive III (G01),внедорожник 5 дв.,чёрный,3.0,249,Дизель,28400,2019,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,18675,Растаможен,4546000₽
808,Mercedes-Benz,Mercedes-Benz C-Класс 200 IV (W205) Рестайлинг,купе,белый,1.5,184,Бензин,38000,2018,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,9200,Растаможен,3477000₽
809,Dodge,Dodge Caravan IV,минивэн,серый,2.4,152,Бензин,191042,2006,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,6840,Растаможен,535000₽
810,Chevrolet,Chevrolet Cruze I Рестайлинг,седан,красный,1.6,109,Бензин,147000,2013,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,2725,Растаможен,579000₽
811,BMW,BMW X3 25i I (E83) Рестайлинг,внедорожник 5 дв.,серый,2.5,218,Бензин,159000,2009,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,14170,Растаможен,855000₽
812,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Чёрный,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1011000₽
813,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 801000₽
814,Citroen,Citroen C4 II,хэтчбек 5 дв.,белый,1.6,120,Бензин,122000,2013,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,3000,Растаможен,559000₽
815,Daewoo,Daewoo Nexia I,седан,серебристый,1.5,85,Бензин,112965,2007,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,1020,Растаможен,150000₽
816,BMW,BMW X6 30d I (E71),внедорожник 5 дв.,красный,3.0,245,Дизель,112600,2010,полный,Оригинал,Растаможен,Левый,Не требует ремонта,2 владельца,автоматическая,X4X**************,
817,Chevrolet,Chevrolet Aveo II,седан,голубой,1.6,115,Бензин,197115,2012,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,2875,Растаможен,500000₽
818,Kia,Kia Ceed I Рестайлинг,хэтчбек 5 дв.,серебристый,1.6,122,Бензин,180000,2010,механическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,3050,Растаможен,450000₽
819,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Синий,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 819000₽
820,LADA,LADA (ВАЗ) Largus Cross I,универсал 5 дв.,белый,1.6,106,Бензин,93303,2018,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,2650,Растаможен,836000₽
821,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Серебристый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 1148883₽
822,Chevrolet,Chevrolet Aveo II,хэтчбек 5 дв.,серебристый,1.6,115,Бензин,96500,2013,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,2875,Растаможен,590000₽
823,Ford,Ford Tourneo Connect I,компактвэн,белый,1.8,90,Дизель,159400,2007,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,1080,3 месяца,470000₽
824,MINI,MINI Countryman Cooper I,внедорожник 5 дв.,белый,1.6,122,Бензин,162443,2013,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,3050,Растаможен,1260000₽
825,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 801000₽
826,Chevrolet,Chevrolet Captiva I Рестайлинг,внедорожник 5 дв.,чёрный,2.4,167,Бензин,167624,2013,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,7515,Растаможен,1177000₽
